userid,probability
55718,0.02539468
55719,0.448299
55720,0.03636658
55721,0.03552216
55722,0.2800038
55723,0.266873
55724,0.16526992
55725,0.1249983
55726,0.10712304
55727,0.6493142
55728,0.11581206
55729,0.2473996
55730,0.04395392
55731,0.03681828
55732,0.1419136
55733,0.0456435
55734,0.4490212
55735,0.3003324
55736,0.6069998
55737,0.166872
55738,0.10222642
55739,0.5860102
55740,0.5876232
55741,0.3647648
55742,0.02949538
55743,0.05413824
55744,0.05443326
55745,0.2051338
55746,0.02956112
55747,0.0397989
55748,0.2543132
55749,0.3245596
55750,0.03885056
55751,0.5141174
55752,0.7022544
55753,0.51093
55754,0.2059666
55755,0.0597223
55756,0.2435536
55757,0.3214342
55758,0.13585032
55759,0.06066974
55760,0.154623
55761,0.5127234
55762,0.0560248
55763,0.5883334
55764,0.06797032
55765,0.8842326
55766,0.13118724
55767,0.1742116
55768,0.6176528
55769,0.08070894
55770,0.03368418
55771,0.11628778
55772,0.4009996
55773,0.7052254
55774,0.353258
55775,0.4871978
55776,0.07569918
55777,0.247801
55778,0.622142
55779,0.5094978
55780,0.11070294
55781,0.5607256
55782,0.06460882
55783,0.04258832
55784,0.07099888
55785,0.04956858
55786,0.0189455
55787,0.07205242
55788,0.03941648
55789,0.06679926
55790,0.111095
55791,0.2884278
55792,0.4983058
55793,0.194155
55794,0.468617
55795,0.180938
55796,0.4372464
55797,0.5721576
55798,0.04954952
55799,0.08711372
55800,0.5238736
55801,0.05347562
55802,0.0895019
55803,0.5953906
55804,0.07027668
55805,0.4454086
55806,0.7574506
55807,0.07019738
55808,0.5453754
55809,0.07254068
55810,0.786911
55811,0.07718736
55812,0.4940244
55813,0.0965202
55814,0.4242658
55815,0.5039614
55816,0.4746076
55817,0.02433462
55818,0.04574026
55819,0.4531526
55820,0.14616284
55821,0.6021544
55822,0.3543138
55823,0.0308711
55824,0.03678878
55825,0.04523968
55826,0.3163914
55827,0.02799616
55828,0.2966246
55829,0.2333288
55830,0.0486714
55831,0.66662
55832,0.08907314
55833,0.3100914
55834,0.6784742
55835,0.449096
55836,0.1414918
55837,0.2199746
55838,0.11345462
55839,0.7342314
55840,0.4298188
55841,0.1381338
55842,0.522623
55843,0.2511146
55844,0.06412724
55845,0.49992
55846,0.03637394
55847,0.0859312
55848,0.4453928
55849,0.2401378
55850,0.0840919
55851,0.2321276
55852,0.03484748
55853,0.2027196
55854,0.520338
55855,0.03318762
55856,0.2300508
55857,0.1432328
55858,0.6163494
55859,0.06859344
55860,0.4566436
55861,0.03027768
55862,0.06419936
55863,0.04650908
55864,0.0184702
55865,0.08840572
55866,0.3895688
55867,0.02452482
55868,0.33076
55869,0.04283374
55870,0.01804142
55871,0.12454118
55872,0.02947548
55873,0.699125
55874,0.011167382
55875,0.397269
55876,0.09029644
55877,0.03417662
55878,0.03444372
55879,0.4859494
55880,0.04918978
55881,0.02970332
55882,0.5959178
55883,0.4164502
55884,0.08562726
55885,0.07350562
55886,0.7716288
55887,0.0787621
55888,0.239646
55889,0.5316784
55890,0.3069028
55891,0.2357542
55892,0.4604112
55893,0.205491
55894,0.08718336
55895,0.7139606
55896,0.08453152
55897,0.03705966
55898,0.5692652
55899,0.06657622
55900,0.6620974
55901,0.08651756
55902,0.03883104
55903,0.1482688
55904,0.03560246
55905,0.08527986
55906,0.7348002
55907,0.07487172
55908,0.05424064
55909,0.2225482
55910,0.04304982
55911,0.08769378
55912,0.09515614
55913,0.343798
55914,0.06560936
55915,0.03504286
55916,0.223371
55917,0.4277418
55918,0.6290286
55919,0.52549
55920,0.0857189
55921,0.371963
55922,0.04049142
55923,0.681553
55924,0.0140293
55925,0.06202336
55926,0.4267776
55927,0.07640114
55928,0.7032778
55929,0.4738384
55930,0.6282454
55931,0.7873418
55932,0.05139628
55933,0.501396
55934,0.067251
55935,0.5768584
55936,0.2232824
55937,0.05877308
55938,0.4302302
55939,0.6214096
55940,0.03945018
55941,0.6934084
55942,0.0434454
55943,0.6093752
55944,0.10476418
55945,0.02015398
55946,0.1672314
55947,0.47983
55948,0.06627012
55949,0.10577034
55950,0.4476654
55951,0.6559142
55952,0.04391634
55953,0.3684256
55954,0.08229592
55955,0.015339464
55956,0.4010308
55957,0.4064102
55958,0.5352952
55959,0.3368668
55960,0.5531258
55961,0.0951231
55962,0.3997896
55963,0.05080592
55964,0.700095
55965,0.0316788
55966,0.2838808
55967,0.03768364
55968,0.11035782
55969,0.2940386
55970,0.2555138
55971,0.16089472
55972,0.02568538
55973,0.04416374
55974,0.3849884
55975,0.5531918
55976,0.04771284
55977,0.08417518
55978,0.08538326
55979,0.1864518
55980,0.6692908
55981,0.3738236
55982,0.10275638
55983,0.06737518
55984,0.3922488
55985,0.4824764
55986,0.4471898
55987,0.8928834
55988,0.1623618
55989,0.14151276
55990,0.05191736
55991,0.03891188
55992,0.018844676
55993,0.1554224
55994,0.5062694
55995,0.4255968
55996,0.02688154
55997,0.3185374
55998,0.5661674
55999,0.4659072
56000,0.5940636
56001,0.02646202
56002,0.664299
56003,0.435363
56004,0.10154
56005,0.0606338
56006,0.6714138
56007,0.1603692
56008,0.469212
56009,0.311094
56010,0.0367514
56011,0.04227098
56012,0.4581058
56013,0.02529282
56014,0.2656538
56015,0.08399754
56016,0.2300108
56017,0.07491538
56018,0.014867892
56019,0.5023214
56020,0.3954218
56021,0.5593208
56022,0.0550354
56023,0.3163286
56024,0.1589308
56025,0.0739681
56026,0.07434958
56027,0.4299538
56028,0.11560898
56029,0.4983722
56030,0.4381638
56031,0.3726774
56032,0.4202694
56033,0.02293106
56034,0.07832422
56035,0.10764596
56036,0.046698
56037,0.2065102
56038,0.6042304
56039,0.03955452
56040,0.01729528
56041,0.4944172
56042,0.3655494
56043,0.05377056
56044,0.4625638
56045,0.3891908
56046,0.0335404
56047,0.3833106
56048,0.04610244
56049,0.0642566
56050,0.0797306
56051,0.48526
56052,0.2320376
56053,0.1790116
56054,0.2693238
56055,0.05267374
56056,0.4790026
56057,0.12345382
56058,0.07512052
56059,0.08796208
56060,0.01973552
56061,0.14084154
56062,0.03910362
56063,0.144135
56064,0.2771358
56065,0.03685548
56066,0.07650382
56067,0.05935518
56068,0.5754222
56069,0.615495
56070,0.3340744
56071,0.4338224
56072,0.4872832
56073,0.3623114
56074,0.03368816
56075,0.4572702
56076,0.162471
56077,0.5543828
56078,0.07839114
56079,0.10595204
56080,0.09294038
56081,0.12792006
56082,0.5406012
56083,0.3687704
56084,0.5183078
56085,0.4670548
56086,0.1411922
56087,0.36005
56088,0.723883
56089,0.529892
56090,0.1864536
56091,0.3232214
56092,0.2994118
56093,0.1537024
56094,0.02689904
56095,0.7653874
56096,0.03301206
56097,0.14911586
56098,0.5505378
56099,0.419674
56100,0.01923018
56101,0.5106226
56102,0.1395796
56103,0.10630222
56104,0.4744192
56105,0.02602856
56106,0.0239729
56107,0.03377346
56108,0.3947902
56109,0.7115634
56110,0.247685
56111,0.5453128
56112,0.06077534
56113,0.14770946
56114,0.03717838
56115,0.05952674
56116,0.02942308
56117,0.3624772
56118,0.6827802
56119,0.3230314
56120,0.4945142
56121,0.796275
56122,0.0403784
56123,0.06301404
56124,0.02374868
56125,0.6333696
56126,0.470618
56127,0.6503966
56128,0.2187658
56129,0.0319984
56130,0.0349914
56131,0.521519
56132,0.03904366
56133,0.205418
56134,0.1935488
56135,0.2696434
56136,0.15743582
56137,0.04802316
56138,0.1970898
56139,0.2687884
56140,0.06226722
56141,0.6037894
56142,0.11035476
56143,0.395407
56144,0.13807704
56145,0.2770828
56146,0.3148302
56147,0.5260944
56148,0.08715532
56149,0.4056492
56150,0.04312498
56151,0.1129851
56152,0.0242774
56153,0.6506404
56154,0.06525216
56155,0.10039808
56156,0.10436764
56157,0.5588526
56158,0.1735118
56159,0.6357278
56160,0.11410962
56161,0.4725676
56162,0.1373648
56163,0.4419002
56164,0.0475103
56165,0.02875942
56166,0.412818
56167,0.05594478
56168,0.5491484
56169,0.4728506
56170,0.0764084
56171,0.07033882
56172,0.3550468
56173,0.3983582
56174,0.0942346
56175,0.7559506
56176,0.0824535
56177,0.6679658
56178,0.15898822
56179,0.5281682
56180,0.07052338
56181,0.04836328
56182,0.4857164
56183,0.6588402
56184,0.5082166
56185,0.2673078
56186,0.3638148
56187,0.4146266
56188,0.1224969
56189,0.10352892
56190,0.10226604
56191,0.6212
56192,0.0865459
56193,0.07334282
56194,0.03416628
56195,0.05144826
56196,0.6719496
56197,0.3568082
56198,0.17185
56199,0.0465811
56200,0.05070098
56201,0.4832954
56202,0.03422266
56203,0.4675464
56204,0.07184952
56205,0.4196558
56206,0.7023442
56207,0.0576205
56208,0.7281716
56209,0.4952362
56210,0.3506036
56211,0.5527566
56212,0.4311546
56213,0.6867416
56214,0.4096086
56215,0.0252235
56216,0.444678
56217,0.4938294
56218,0.3865742
56219,0.6832478
56220,0.7201076
56221,0.03048114
56222,0.362944
56223,0.04492006
56224,0.03953336
56225,0.0371923
56226,0.3927512
56227,0.05191596
56228,0.04649764
56229,0.0366261
56230,0.08110626
56231,0.7385846
56232,0.06463302
56233,0.10258204
56234,0.02404042
56235,0.2892786
56236,0.4512016
56237,0.217582
56238,0.04915368
56239,0.11603042
56240,0.02177926
56241,0.3709728
56242,0.11072334
56243,0.4773652
56244,0.5790294
56245,0.6139278
56246,0.3310676
56247,0.06421492
56248,0.5507926
56249,0.381115
56250,0.6071328
56251,0.6578524
56252,0.3239814
56253,0.6374732
56254,0.04488758
56255,0.2443998
56256,0.02806698
56257,0.1839328
56258,0.0395805
56259,0.3183228
56260,0.8674592
56261,0.07482426
56262,0.6082568
56263,0.0845624
56264,0.4743774
56265,0.3412242
56266,0.3020596
56267,0.03331916
56268,0.13025354
56269,0.03094556
56270,0.149629
56271,0.7050002
56272,0.4047692
56273,0.6234524
56274,0.5165744
56275,0.06255628
56276,0.799031
56277,0.6913928
56278,0.6452486
56279,0.0271662
56280,0.162837
56281,0.276542
56282,0.6699812
56283,0.6245092
56284,0.1323204
56285,0.05700146
56286,0.1658052
56287,0.6088004
56288,0.20525362
56289,0.4549774
56290,0.10670992
56291,0.1705154
56292,0.4417616
56293,0.3186952
56294,0.397299
56295,0.08970062
56296,0.4904756
56297,0.4635072
56298,0.03601024
56299,0.5901132
56300,0.1321194
56301,0.2948366
56302,0.7701274
56303,0.6475772
56304,0.05141458
56305,0.610122
56306,0.08732724
56307,0.02137288
56308,0.1538084
56309,0.7154366
56310,0.7729466
56311,0.5956018
56312,0.13675364
56313,0.06636982
56314,0.08676398
56315,0.08488252
56316,0.2607072
56317,0.1943888
56318,0.5170796
56319,0.746545
56320,0.02325562
56321,0.503801
56322,0.484458
56323,0.3461564
56324,0.3929384
56325,0.1381387
56326,0.2193118
56327,0.2880596
56328,0.2227376
56329,0.4098998
56330,0.07832362
56331,0.344099
56332,0.12717804
56333,0.331001
56334,0.1301996
56335,0.11748708
56336,0.05931058
56337,0.6878914
56338,0.02020536
56339,0.03616048
56340,0.12229476
56341,0.07858456
56342,0.07838078
56343,0.3972896
56344,0.5125496
56345,0.6643734
56346,0.2256634
56347,0.0334174
56348,0.04948674
56349,0.4958014
56350,0.14679522
56351,0.07310922
56352,0.7029676
56353,0.04468876
56354,0.04470078
56355,0.0737111
56356,0.02827082
56357,0.5007592
56358,0.08883072
56359,0.6703976
56360,0.3622498
56361,0.6045222
56362,0.286688
56363,0.5237248
56364,0.08339122
56365,0.4417774
56366,0.11225572
56367,0.671201
56368,0.02221228
56369,0.139726
56370,0.2698298
56371,0.03764066
56372,0.3333618
56373,0.3225366
56374,0.2913928
56375,0.010609244
56376,0.7237712
56377,0.09148234
56378,0.6159032
56379,0.1478055
56380,0.10430194
56381,0.0587972
56382,0.5249872
56383,0.510409
56384,0.05043142
56385,0.08745448
56386,0.08924444
56387,0.14874208
56388,0.67156
56389,0.4716254
56390,0.6596398
56391,0.3408314
56392,0.07428942
56393,0.06310774
56394,0.540554
56395,0.5241008
56396,0.263268
56397,0.2770672
56398,0.5210118
56399,0.6327666
56400,0.7217246
56401,0.14953586
56402,0.6557786
56403,0.2700562
56404,0.0593266
56405,0.3532496
56406,0.3269808
56407,0.3011984
56408,0.2733064
56409,0.38945
56410,0.3594194
56411,0.11735662
56412,0.06766356
56413,0.3052978
56414,0.634503
56415,0.12680458
56416,0.3506672
56417,0.12328142
56418,0.5092926
56419,0.5321524
56420,0.06755428
56421,0.03494286
56422,0.04164274
56423,0.3596226
56424,0.2705862
56425,0.4738262
56426,0.09728564
56427,0.4967942
56428,0.4031394
56429,0.04063322
56430,0.2166066
56431,0.5113588
56432,0.5168762
56433,0.4132032
56434,0.14591002
56435,0.05168522
56436,0.647977
56437,0.4284958
56438,0.5883238
56439,0.2920842
56440,0.2368042
56441,0.1709692
56442,0.532602
56443,0.2331504
56444,0.6833868
56445,0.5022992
56446,0.07198814
56447,0.1631284
56448,0.04260412
56449,0.10718268
56450,0.3333594
56451,0.5782542
56452,0.1860122
56453,0.5918312
56454,0.05343134
56455,0.509675
56456,0.7769666
56457,0.4419066
56458,0.07408876
56459,0.14910642
56460,0.03277986
56461,0.09767482
56462,0.3529054
56463,0.02650456
56464,0.06159734
56465,0.2906788
56466,0.2271198
56467,0.6338612
56468,0.05726412
56469,0.1415236
56470,0.03030302
56471,0.06606738
56472,0.7196886
56473,0.02930234
56474,0.11657404
56475,0.4870186
56476,0.4909764
56477,0.1156236
56478,0.04227464
56479,0.483278
56480,0.0594361
56481,0.06509354
56482,0.07939156
56483,0.2346558
56484,0.2690736
56485,0.5071338
56486,0.7026572
56487,0.0894288
56488,0.07533026
56489,0.3192676
56490,0.06138292
56491,0.4060776
56492,0.483977
56493,0.7059202
56494,0.05392878
56495,0.05002302
56496,0.4691574
56497,0.1589316
56498,0.6071086
56499,0.4927102
56500,0.12759274
56501,0.1670872
56502,0.512143
56503,0.06239454
56504,0.214016
56505,0.037958
56506,0.04061418
56507,0.3164318
56508,0.0194482
56509,0.5168362
56510,0.12624386
56511,0.6184888
56512,0.7839386
56513,0.457587
56514,0.5822146
56515,0.497022
56516,0.02738508
56517,0.3611272
56518,0.3954028
56519,0.5181902
56520,0.10334494
56521,0.04246858
56522,0.10798822
56523,0.11447822
56524,0.618359
56525,0.4988804
56526,0.02486018
56527,0.14706176
56528,0.2185562
56529,0.7042676
56530,0.187262
56531,0.12434388
56532,0.841086
56533,0.2254784
56534,0.222274
56535,0.2771418
56536,0.585927
56537,0.24385426
56538,0.2132132
56539,0.0543459
56540,0.06737976
56541,0.4869906
56542,0.4237272
56543,0.04913918
56544,0.09472208
56545,0.3148876
56546,0.288231
56547,0.4109936
56548,0.02806174
56549,0.4889524
56550,0.5577488
56551,0.5792558
56552,0.3945884
56553,0.58402
56554,0.03899866
56555,0.6170574
56556,0.290556
56557,0.08656992
56558,0.4117848
56559,0.02673038
56560,0.0355401
56561,0.4741142
56562,0.05393138
56563,0.04728482
56564,0.359866
56565,0.03610678
56566,0.6832496
56567,0.013235412
56568,0.43145
56569,0.08256562
56570,0.4145122
56571,0.015008
56572,0.319369
56573,0.5985302
56574,0.6554858
56575,0.08057228
56576,0.02209678
56577,0.1786458
56578,0.04549702
56579,0.6108358
56580,0.04809294
56581,0.2155026
56582,0.3594882
56583,0.0387243
56584,0.233283
56585,0.04283586
56586,0.3675872
56587,0.266757
56588,0.02943436
56589,0.03800438
56590,0.10952946
56591,0.7664294
56592,0.09764036
56593,0.010940614
56594,0.05183124
56595,0.12891712
56596,0.0903199
56597,0.5675394
56598,0.16849202
56599,0.07469712
56600,0.2889442
56601,0.4793896
56602,0.06922456
56603,0.2030116
56604,0.04207174
56605,0.07118048
56606,0.03325804
56607,0.618701
56608,0.1541062
56609,0.05006704
56610,0.4728338
56611,0.2249338
56612,0.4983012
56613,0.264293
56614,0.1570082
56615,0.0341936
56616,0.454748
56617,0.1014499
56618,0.2170522
56619,0.0901706
56620,0.5385222
56621,0.3759184
56622,0.8404918
56623,0.8095074
56624,0.06080666
56625,0.03228638
56626,0.5450096
56627,0.04690226
56628,0.5730958
56629,0.06938616
56630,0.3741108
56631,0.4250762
56632,0.02810598
56633,0.3246114
56634,0.01498894
56635,0.12040844
56636,0.04493764
56637,0.03956148
56638,0.4261654
56639,0.194067
56640,0.4486374
56641,0.10466928
56642,0.607163
56643,0.4596286
56644,0.4808152
56645,0.4483528
56646,0.5209454
56647,0.549466
56648,0.1574523
56649,0.04622082
56650,0.2543972
56651,0.2874676
56652,0.03334786
56653,0.183382
56654,0.14187402
56655,0.5042278
56656,0.241492
56657,0.02805718
56658,0.07743944
56659,0.402214
56660,0.848575
56661,0.5279146
56662,0.256731
56663,0.4016404
56664,0.7854118
56665,0.02910666
56666,0.08844646
56667,0.2910178
56668,0.2750274
56669,0.0987144
56670,0.1856154
56671,0.05904794
56672,0.4806446
56673,0.2329176
56674,0.4571368
56675,0.570132
56676,0.6819026
56677,0.4654586
56678,0.02919894
56679,0.10782804
56680,0.07207656
56681,0.0771061
56682,0.0194465
56683,0.02578188
56684,0.3272704
56685,0.05965052
56686,0.7605216
56687,0.2534256
56688,0.04185964
56689,0.282089
56690,0.1662468
56691,0.06519342
56692,0.118594
56693,0.3148748
56694,0.02706106
56695,0.04433262
56696,0.6863708
56697,0.14603692
56698,0.05070096
56699,0.03540718
56700,0.0999896
56701,0.4287116
56702,0.5789748
56703,0.14258888
56704,0.4917552
56705,0.03518632
56706,0.6351044
56707,0.1451158
56708,0.1395932
56709,0.407775
56710,0.6187092
56711,0.03121746
56712,0.675272
56713,0.04292748
56714,0.2451358
56715,0.03004876
56716,0.01769164
56717,0.6582446
56718,0.03452328
56719,0.54457
56720,0.052016
56721,0.03743626
56722,0.67508
56723,0.1754938
56724,0.06076538
56725,0.05957752
56726,0.03394024
56727,0.6118594
56728,0.1097984
56729,0.5044414
56730,0.3954888
56731,0.14437364
56732,0.11386416
56733,0.343992
56734,0.314591
56735,0.562323
56736,0.4002686
56737,0.04214364
56738,0.04224932
56739,0.4125388
56740,0.3858564
56741,0.3427274
56742,0.02418672
56743,0.09885508
56744,0.2327756
56745,0.4058354
56746,0.1382558
56747,0.5374418
56748,0.02856542
56749,0.03185814
56750,0.02893476
56751,0.648554
56752,0.701427
56753,0.5781356
56754,0.2532426
56755,0.0668465
56756,0.076277
56757,0.4047328
56758,0.0729979
56759,0.05882866
56760,0.03548378
56761,0.296031
56762,0.4953802
56763,0.567055
56764,0.06452738
56765,0.02845982
56766,0.03358072
56767,0.3352676
56768,0.06028386
56769,0.4010294
56770,0.7083604
56771,0.02865952
56772,0.3123206
56773,0.2206018
56774,0.6319304
56775,0.6890086
56776,0.09469318
56777,0.10758874
56778,0.48317
56779,0.5486748
56780,0.2036386
56781,0.02936294
56782,0.79439
56783,0.2471074
56784,0.2844592
56785,0.1913738
56786,0.3822826
56787,0.442917
56788,0.09039986
56789,0.0360403
56790,0.1585024
56791,0.201068
56792,0.2618304
56793,0.530163
56794,0.5545704
56795,0.4526894
56796,0.65048
56797,0.318345
56798,0.1894248
56799,0.238819
56800,0.3626546
56801,0.5232228
56802,0.03814426
56803,0.7813824
56804,0.391134
56805,0.072584
56806,0.3918708
56807,0.450052
56808,0.868356
56809,0.04601976
56810,0.1933758
56811,0.176205
56812,0.0967804
56813,0.09954104
56814,0.3996406
56815,0.05869502
56816,0.5293022
56817,0.3573076
56818,0.2965618
56819,0.02059928
56820,0.7253862
56821,0.03201286
56822,0.4652552
56823,0.334401
56824,0.0136972
56825,0.4050734
56826,0.12933574
56827,0.380533
56828,0.3017544
56829,0.1940194
56830,0.04862898
56831,0.09535794
56832,0.5012968
56833,0.05818808
56834,0.06245354
56835,0.07291138
56836,0.05387548
56837,0.530917
56838,0.183936
56839,0.1817782
56840,0.6277946
56841,0.6364552
56842,0.4494752
56843,0.712079
56844,0.10431682
56845,0.05618698
56846,0.3776154
56847,0.04252676
56848,0.2607838
56849,0.07610294
56850,0.585833
56851,0.3742398
56852,0.8050548
56853,0.20470588
56854,0.03201422
56855,0.1981876
56856,0.06261596
56857,0.10293418
56858,0.4343532
56859,0.3548114
56860,0.208949
56861,0.06228798
56862,0.11101636
56863,0.4728308
56864,0.074119
56865,0.02200482
56866,0.1855398
56867,0.0911479
56868,0.425015
56869,0.07290954
56870,0.4073862
56871,0.07492754
56872,0.1629906
56873,0.7094014
56874,0.228961
56875,0.3163044
56876,0.6416808
56877,0.5909924
56878,0.03044482
56879,0.3779988
56880,0.6935234
56881,0.06103132
56882,0.563768
56883,0.6752574
56884,0.5402924
56885,0.09433676
56886,0.05677052
56887,0.19917
56888,0.3552208
56889,0.05845602
56890,0.7611172
56891,0.2224768
56892,0.5059282
56893,0.12519124
56894,0.05126934
56895,0.6744548
56896,0.711287
56897,0.320862
56898,0.645232
56899,0.10099516
56900,0.03427802
56901,0.1746506
56902,0.4168256
56903,0.15211368
56904,0.09170118
56905,0.2437052
56906,0.1175556
56907,0.6458486
56908,0.4022016
56909,0.3899456
56910,0.02826748
56911,0.07943106
56912,0.0420047
56913,0.3179492
56914,0.08151378
56915,0.515803
56916,0.05690116
56917,0.03610952
56918,0.4934112
56919,0.09008172
56920,0.2474778
56921,0.4170458
56922,0.3977286
56923,0.3272764
56924,0.2459226
56925,0.4962694
56926,0.2095316
56927,0.3512658
56928,0.0396009
56929,0.186473
56930,0.5910292
56931,0.01657074
56932,0.0448174
56933,0.03834452
56934,0.0209785
56935,0.0303845
56936,0.1894284
56937,0.08747184
56938,0.02852764
56939,0.022176
56940,0.3271338
56941,0.4228434
56942,0.04258858
56943,0.02193068
56944,0.04522464
56945,0.07818872
56946,0.3967266
56947,0.13512166
56948,0.265191
56949,0.09730108
56950,0.05011296
56951,0.01639092
56952,0.6380302
56953,0.11486104
56954,0.39573
56955,0.3272978
56956,0.4589174
56957,0.04188768
56958,0.04823962
56959,0.529037
56960,0.5320814
56961,0.02273908
56962,0.1139292
56963,0.057392
56964,0.1764904
56965,0.1910292
56966,0.8055466
56967,0.0690747
56968,0.02536694
56969,0.5481514
56970,0.3733074
56971,0.4805254
56972,0.2384956
56973,0.07476606
56974,0.6651054
56975,0.3985682
56976,0.3664732
56977,0.7345312
56978,0.07068224
56979,0.4852606
56980,0.43437
56981,0.54209
56982,0.6516464
56983,0.07820244
56984,0.02268988
56985,0.3907714
56986,0.0549656
56987,0.01868122
56988,0.0971508
56989,0.6808632
56990,0.08077406
56991,0.2711486
56992,0.03656844
56993,0.03779294
56994,0.399508
56995,0.5565428
56996,0.7848224
56997,0.13366596
56998,0.7336676
56999,0.5330732
57000,0.5801488
57001,0.07285548
57002,0.07910092
57003,0.428915
57004,0.707066
57005,0.08008454
57006,0.04011078
57007,0.05582626
57008,0.4988676
57009,0.03924842
57010,0.568829
57011,0.395086
57012,0.10660898
57013,0.10206276
57014,0.03570482
57015,0.733657
57016,0.1130002
57017,0.0537788
57018,0.06514312
57019,0.3984312
57020,0.2762348
57021,0.7676474
57022,0.16343814
57023,0.4839706
57024,0.08324028
57025,0.4223386
57026,0.667263
57027,0.3059464
57028,0.06571468
57029,0.14628272
57030,0.0882324
57031,0.5543928
57032,0.274887
57033,0.1230632
57034,0.3884158
57035,0.05945164
57036,0.4025454
57037,0.04059634
57038,0.0511469
57039,0.07667474
57040,0.050944
57041,0.18046628
57042,0.6895908
57043,0.08040764
57044,0.05397158
57045,0.06560142
57046,0.04392042
57047,0.03389722
57048,0.488921
57049,0.08819734
57050,0.0529104
57051,0.3152056
57052,0.1252336
57053,0.811598
57054,0.04084226
57055,0.07401874
57056,0.16194634
57057,0.06012332
57058,0.02126972
57059,0.05989176
57060,0.4703828
57061,0.3126894
57062,0.13588396
57063,0.5731086
57064,0.04446048
57065,0.4479336
57066,0.3740504
57067,0.04315278
57068,0.0279625
57069,0.7196776
57070,0.2862502
57071,0.0640177
57072,0.05009964
57073,0.7387552
57074,0.0255678
57075,0.3277152
57076,0.04664708
57077,0.10902068
57078,0.674812
57079,0.14593656
57080,0.5692372
57081,0.250979
57082,0.09360068
57083,0.5054058
57084,0.08654238
57085,0.7052304
57086,0.4501472
57087,0.6259954
57088,0.2282032
57089,0.0507247
57090,0.2006664
57091,0.5216002
57092,0.09489384
57093,0.05928426
57094,0.02008284
57095,0.3207368
57096,0.0616664
57097,0.7565102
57098,0.06462594
57099,0.10631276
57100,0.1471666
57101,0.6121428
57102,0.2318914
57103,0.0551898
57104,0.6417236
57105,0.11404724
57106,0.5208884
57107,0.4745198
57108,0.0973603
57109,0.05005178
57110,0.2690876
57111,0.04782708
57112,0.0910369
57113,0.13029514
57114,0.14068
57115,0.2391378
57116,0.04561812
57117,0.4951562
57118,0.3771846
57119,0.10650852
57120,0.04012212
57121,0.1470988
57122,0.5295488
57123,0.2048528
57124,0.1759702
57125,0.05009772
57126,0.0652999
57127,0.5106372
57128,0.4536026
57129,0.02114422
57130,0.1949958
57131,0.0826352
57132,0.3067224
57133,0.5373616
57134,0.03938702
57135,0.04631248
57136,0.04312028
57137,0.222178
57138,0.0809145
57139,0.3100688
57140,0.5861022
57141,0.11081906
57142,0.03779264
57143,0.534489
57144,0.03026146
57145,0.14932088
57146,0.13419286
57147,0.10203498
57148,0.1046889
57149,0.4588444
57150,0.4566574
57151,0.6190416
57152,0.6553222
57153,0.1812168
57154,0.02459736
57155,0.5301508
57156,0.6799682
57157,0.14087296
57158,0.5924856
57159,0.7198164
57160,0.15874872
57161,0.08698642
57162,0.0506176
57163,0.650921
57164,0.06690274
57165,0.1541706
57166,0.04889434
57167,0.4773362
57168,0.07174594
57169,0.05164868
57170,0.3424156
57171,0.8350188
57172,0.5391232
