19583,1,2,3,1,3
12995,1,2,2,1,2
1709,1,2,3,1,1
25345,1,3,4,3,2
48631,1,2,3,1,2
33017,2,2,2,3,1
22558,1,4,4,3,2
37853,1,2,3,3,1
483,1,2,3,3,1
50014,0,2,0,0,0
28019,1,2,4,3,4
47099,1,3,4,3,1
33018,1,2,3,1,4
27316,1,2,2,1,3
2718,1,2,3,2,1
36265,2,2,4,2,1
19103,1,2,3,3,4
10086,1,2,3,1,2
37854,1,2,4,3,2
2778,1,2,4,1,4
21728,1,2,3,1,3
2719,1,2,2,3,3
6967,2,2,4,3,2
17400,1,2,3,3,2
3968,1,2,3,3,1
25346,1,2,4,3,4
17401,1,2,4,2,4
6968,1,2,4,3,2
1,1,2,3,1,3
19584,1,3,3,3,3
51853,1,2,3,3,3
19104,1,2,2,1,1
25347,1,2,3,1,3
40814,1,2,3,3,1
53534,1,2,3,3,2
22559,1,2,3,3,1
2539,1,2,2,1,1
16032,1,2,4,1,1
3590,1,4,3,2,3
44820,2,2,3,3,2
6969,2,3,4,3,2
28591,1,3,4,1,4
54032,1,2,4,3,1
45572,1,3,4,3,2
14516,1,2,4,3,2
26704,1,2,2,2,1
38588,1,2,3,1,2
30660,1,2,3,1,3
11131,1,2,4,3,4
9364,1,2,4,2,4
33019,1,2,3,3,1
42391,1,2,4,3,2
30661,1,3,4,3,2
19105,2,3,4,3,3
48632,1,2,4,3,3
19585,1,2,3,3,1
3591,1,2,3,4,1
30187,1,4,3,1,4
4692,1,2,2,2,1
3156,1,2,4,3,3
40050,1,2,3,3,2
10315,1,3,4,1,3
3522,1,3,3,3,1
40815,1,3,3,3,4
46338,1,2,4,1,2
6970,1,2,3,3,2
38589,2,2,2,3,1
10087,1,2,4,1,4
6721,2,3,3,2,2
6267,1,3,3,2,3
1129,1,2,4,1,3
29167,1,4,4,1,2
30662,1,2,3,3,1
8237,1,2,3,1,1
47100,1,4,4,3,2
3005,2,2,3,2,4
20886,1,3,3,3,2
14517,1,4,4,1,1
1710,1,4,3,1,3
2102,1,2,3,3,1
11936,1,2,4,3,1
20887,1,3,3,1,1
2720,1,2,2,1,3
14688,1,2,4,3,2
40051,1,2,3,3,4
28592,1,4,4,3,1
41638,1,2,3,3,2
5122,1,2,3,3,4
22560,1,2,2,3,1
15602,2,2,3,1,2
21729,1,4,3,3,2
34133,1,4,4,3,1
31836,1,2,4,3,1
27317,2,3,3,2,1
272,1,3,3,3,2
24854,1,2,4,2,4
50015,1,2,3,1,1
4693,1,2,4,3,2
20238,1,2,3,3,2
8238,1,2,4,1,2
45573,1,2,4,3,2
4694,1,2,3,3,1
5849,1,2,4,1,4
39271,1,2,4,3,2
1966,2,2,3,3,1
18372,1,2,4,1,2
5556,1,2,4,3,2
2,1,2,3,2,1
16033,1,2,4,2,4
13746,1,2,4,1,3
43948,1,2,4,1,2
24855,1,2,4,3,4
50655,1,4,3,3,3
6145,1,2,2,1,1
4695,1,2,2,1,4
2779,1,2,3,1,1
7337,2,2,4,3,1
49329,1,4,4,1,4
42392,1,2,2,3,2
38590,1,2,2,1,1
7338,1,2,4,1,2
14689,1,2,4,3,4
55355,1,2,3,3,2
12279,1,2,2,1,4
16676,1,2,3,2,1
41639,1,2,3,1,4
2721,1,2,3,3,1
43108,1,3,4,3,2
3592,1,2,4,1,4
43949,1,4,3,1,2
47101,2,4,3,3,2
40052,2,2,3,2,1
36266,2,2,2,4,1
46339,1,2,4,1,4
16034,2,4,4,1,4
40053,1,2,2,1,1
2330,1,2,2,1,1
2103,1,3,4,3,1
5266,0,2,2,3,4
25348,1,4,4,3,2
5123,1,4,2,1,3
26705,0,4,4,3,4
16677,1,2,4,3,2
1539,2,2,4,3,1
46340,1,2,3,3,2
31837,1,2,4,3,2
11613,1,4,2,1,3
2288,1,2,3,3,3
3806,1,2,2,1,3
1540,1,2,3,3,1
37071,1,4,4,1,2
49330,1,2,4,3,4
52427,1,2,4,1,3
3051,1,2,3,3,2
18373,1,2,3,1,2
37855,1,2,3,1,1
20888,1,2,3,1,1
41640,1,3,2,3,1
1967,1,2,3,1,4
47102,2,2,4,1,3
51237,1,2,3,2,4
21730,1,4,4,1,4
4839,1,3,3,3,1
25349,1,2,4,3,2
54033,1,2,4,3,2
37856,1,2,3,3,1
3593,1,2,3,1,2
37857,1,2,4,1,2
6025,1,2,3,3,4
10316,2,2,4,3,2
16678,1,2,4,3,4
51238,1,2,2,3,1
11368,1,2,3,1,2
31222,1,4,3,1,2
43109,1,2,3,1,1
52428,1,2,4,1,2
2254,1,2,4,1,4
22561,1,2,2,3,3
42393,1,2,4,1,4
2917,1,2,2,3,3
51239,1,2,4,1,2
21731,2,2,4,3,2
8976,0,2,4,1,4
484,1,2,4,1,2
18374,2,2,3,3,2
16035,1,2,3,1,2
14690,2,3,4,3,2
4413,1,2,4,1,4
9180,2,2,3,3,3
19586,1,2,4,1,1
23813,1,2,4,1,4
29168,1,3,3,3,1
23973,1,4,4,3,3
40816,1,3,4,1,2
20889,1,2,3,1,3
2444,1,2,4,1,4
14518,1,2,3,3,1
26706,1,2,3,1,4
1848,2,2,3,1,1
43950,0,2,3,3,1
19106,1,4,4,1,1
41641,1,2,4,1,4
10088,1,2,3,3,1
4251,1,2,3,1,1
17402,1,2,3,1,3
1541,1,2,4,1,3
1393,1,2,4,3,1
54436,2,2,4,4,4
35422,1,2,4,1,4
19107,1,2,4,1,2
28593,1,3,4,3,1
13529,1,2,4,1,4
54034,1,4,4,1,4
53535,1,2,4,3,1
14113,2,2,2,2,1
8239,1,2,3,1,3
32379,1,2,3,3,4
9835,1,2,4,1,1
46341,1,2,4,3,4
45574,1,2,3,1,2
2540,1,2,2,3,1
26707,2,2,3,1,3
42394,1,2,4,1,3
11132,1,2,3,3,3
2722,1,2,4,1,2
25350,1,2,4,3,2
26153,2,4,3,3,2
45575,1,2,4,1,4
11937,1,2,4,4,4
11938,1,2,4,1,4
25351,1,2,3,1,1
16036,1,4,3,1,1
47835,1,2,2,1,4
5267,1,2,4,4,2
13297,1,2,3,3,1
11133,1,2,4,3,3
1267,1,2,3,3,3
40054,1,2,4,3,2
16679,1,2,4,3,3
47836,0,2,4,1,3
50016,1,2,4,1,4
47837,1,2,4,3,2
54820,1,2,3,2,1
52976,1,2,4,1,4
14114,1,2,4,1,2
695,2,2,3,1,2
3216,1,2,4,1,2
16680,1,2,3,1,4
18375,1,2,2,3,3
28594,1,3,3,1,1
47103,1,2,3,1,4
20239,1,2,2,1,4
40055,1,2,3,1,2
19108,1,3,4,3,1
16681,1,2,3,3,2
14115,1,2,3,2,2
26154,1,2,3,1,1
53536,1,2,4,1,2
16037,1,2,4,1,2
16682,1,2,4,1,1
52977,1,4,4,1,4
5557,1,2,3,2,1
4414,1,4,4,1,4
22562,1,4,4,3,4
3,1,4,4,1,4
1711,1,4,4,1,2
34765,1,2,3,2,1
43951,1,2,3,3,2
1712,1,4,4,1,4
51854,1,2,3,3,3
1130,1,2,4,1,3
54821,1,2,3,1,3
51240,1,2,3,2,1
9836,1,2,2,2,3
45576,1,2,2,1,3
3372,1,2,4,3,3
14116,1,4,4,1,3
28020,1,2,4,2,4
12280,1,2,4,3,2
361,1,3,4,1,1
3523,1,2,4,1,4
47104,1,4,3,3,4
3807,1,2,3,2,3
33602,1,2,2,3,2
485,1,4,4,1,3
908,1,2,3,1,4
13298,1,2,3,3,1
35423,1,3,1,1,1
49331,1,2,3,3,2
10317,1,2,3,3,1
51241,1,2,3,3,1
4,1,4,4,3,2
41642,1,4,3,3,4
9365,1,2,3,1,1
696,1,2,3,1,4
27318,1,2,2,3,2
10544,1,3,4,1,4
51242,1,2,3,1,3
12996,1,2,3,1,2
44821,1,3,4,3,2
19587,1,2,3,3,1
21732,1,2,3,3,1
20890,1,2,3,1,4
1131,1,3,4,3,2
49332,1,2,3,1,2
2723,1,2,4,3,2
31223,1,4,4,4,2
697,1,2,3,3,3
18376,1,2,3,3,4
4696,1,4,2,1,4
7788,1,2,3,3,4
2381,1,2,4,3,2
17403,1,2,4,1,4
9837,1,2,3,1,2
1268,1,2,4,1,4
2104,1,2,4,3,2
807,1,3,4,1,3
362,1,2,4,1,4
4252,2,4,4,3,3
40817,1,2,3,1,2
11939,1,2,4,1,2
21733,1,2,3,4,1
3373,1,2,4,1,2
34766,0,2,4,1,2
46342,2,2,3,3,1
17404,1,3,3,3,2
43952,1,2,4,2,2
26155,1,2,4,1,4
52978,1,2,4,1,4
363,1,4,4,3,2
2477,1,2,3,1,4
31224,1,2,2,2,1
39272,1,2,3,3,2
6361,1,2,2,3,1
15603,1,2,2,2,1
364,1,2,4,2,3
8758,1,2,4,1,4
47105,1,2,4,1,2
36267,1,2,4,2,1
2255,1,2,4,3,2
47838,2,2,2,1,4
42395,1,3,4,1,4
38591,2,2,3,3,1
2758,2,2,3,1,2
26708,1,2,4,1,1
52429,1,3,4,3,3
5558,1,2,2,2,3
1269,2,2,4,1,3
38592,1,2,2,1,3
8001,1,2,4,1,3
37858,1,2,4,2,4
22563,2,2,4,2,1
12281,1,4,4,1,3
10915,2,2,4,1,3
40818,1,2,4,3,2
273,1,4,3,3,3
21317,1,2,3,2,1
25352,1,2,4,1,2
4985,1,2,4,2,2
34767,1,2,2,1,1
40819,1,2,3,1,4
20240,1,2,3,3,1
1132,1,4,3,1,2
4986,1,2,3,1,4
3128,1,3,3,3,2
38593,1,2,3,3,3
34134,1,2,4,3,2
9181,1,2,3,1,3
38594,1,2,2,1,1
14519,2,2,3,3,1
48633,1,2,4,1,4
9838,1,4,4,3,2
43953,1,2,3,1,2
48634,1,2,3,1,4
26156,1,4,3,1,1
40056,1,2,4,2,1
1968,1,2,3,1,4
3808,1,2,2,2,1
37072,1,2,3,1,1
42396,1,2,2,2,3
11614,1,4,3,3,1
5850,1,2,4,2,3
42397,1,3,2,4,2
44822,2,3,4,3,2
22564,1,2,4,3,2
2584,1,3,4,3,2
34135,1,2,4,1,4
3524,1,2,4,1,2
591,1,2,4,3,4
9556,1,2,4,2,3
18377,1,2,4,3,1
52979,1,2,3,1,3
22565,1,2,4,3,1
5,1,2,2,3,1
28595,1,2,3,3,1
21734,1,2,3,1,2
52430,1,2,2,1,4
54822,2,2,3,1,1
43110,1,2,3,1,3
26157,1,2,3,1,1
40057,1,3,4,3,2
1713,1,2,4,2,4
28596,1,2,4,3,3
26158,1,4,4,1,3
15604,1,2,3,2,1
23974,1,4,4,1,1
28021,1,2,4,1,4
39273,1,2,4,1,4
4697,1,2,3,3,1
42398,1,2,3,1,2
27319,1,2,3,1,1
21318,1,2,4,3,4
14117,1,3,3,2,1
2445,1,2,4,1,3
16683,1,2,4,4,2
17405,2,2,2,1,3
274,1,2,3,1,1
34768,1,4,4,1,4
31225,2,2,3,1,4
24856,1,2,2,1,3
21319,1,2,3,2,3
45577,1,2,4,3,3
15605,1,2,2,3,3
38595,1,2,3,3,2
30188,1,2,3,2,2
12997,1,3,3,3,4
36268,2,2,4,3,2
2780,1,2,4,1,2
4987,1,2,3,3,1
12998,1,2,4,1,2
51855,1,2,3,2,1
50656,0,3,3,3,2
1969,1,2,4,1,3
2781,1,2,4,1,3
1542,1,3,4,3,3
592,1,2,3,3,2
3594,1,3,4,3,2
6830,1,2,3,3,1
36269,1,2,3,3,2
8533,1,2,3,3,2
10916,2,2,3,2,1
17406,0,3,3,1,1
3069,1,2,3,1,4
197,1,2,2,1,1
7789,1,2,4,3,2
9366,1,2,3,1,1
39274,1,3,3,4,3
19109,1,2,3,2,3
11369,1,2,2,2,3
1543,1,3,4,3,2
31226,1,2,4,3,2
17407,1,4,2,3,1
45578,1,2,2,1,1
24857,1,2,3,2,1
26709,2,4,3,3,2
54823,1,4,4,3,4
9557,1,2,4,1,1
9367,1,2,3,3,2
53537,1,2,4,1,2
13747,1,2,4,3,1
52980,1,2,4,1,4
3809,1,4,2,1,3
19110,1,2,3,1,1
50017,1,2,2,3,3
30663,1,3,4,2,2
19111,1,2,4,1,2
54824,1,3,4,1,2
15606,2,2,4,3,1
19588,2,2,4,1,3
29169,1,2,4,3,2
42399,1,2,3,1,3
2782,1,2,3,3,1
47839,1,3,4,3,4
2105,2,4,2,3,1
1714,1,2,3,1,3
30189,1,4,4,3,4
38596,1,2,3,3,1
6831,1,2,2,2,4
11940,2,4,4,3,2
42400,2,2,4,3,1
1544,1,3,3,3,2
22566,1,2,4,3,1
9558,1,2,4,1,2
54437,1,2,4,3,2
20241,2,2,4,1,1
2918,1,4,3,1,3
13530,1,2,3,3,1
20242,2,2,3,4,1
9559,1,4,3,1,2
9182,1,2,3,2,1
20243,1,2,3,3,1
8534,1,2,4,3,3
11941,1,4,4,1,1
16684,1,3,3,1,2
42401,2,2,4,1,4
39275,2,2,2,1,3
47840,1,2,3,1,2
52431,1,2,4,3,2
18378,1,2,3,1,2
11370,1,2,4,1,3
18379,1,3,3,4,2
20244,1,3,4,3,1
42402,1,4,4,1,1
23814,1,2,3,1,1
47106,2,2,2,3,2
31838,1,2,3,1,1
8535,1,2,3,2,1
27320,1,2,4,3,4
1970,1,2,2,3,4
42403,1,2,3,1,4
26159,1,2,3,2,1
20245,1,2,3,3,4
20246,1,2,3,3,2
21735,1,4,2,1,2
17408,1,4,4,3,3
11371,2,2,4,3,4
19112,1,2,3,1,2
34769,1,2,4,2,4
40058,1,4,2,1,3
12999,1,2,3,1,3
48635,1,2,3,3,2
11942,1,2,2,3,1
2585,2,2,4,1,1
3595,1,2,3,3,1
54825,1,2,3,1,2
35424,1,4,3,1,4
14691,1,2,3,3,4
27163,1,2,3,1,1
26160,1,2,4,3,2
2783,1,2,3,3,3
8002,1,2,2,1,3
26710,1,2,4,1,4
2256,1,2,3,3,2
47107,1,2,3,1,2
47841,2,2,2,1,3
1270,1,2,3,1,2
52981,1,2,2,1,1
20247,2,2,2,1,2
11372,1,2,3,1,4
365,1,2,4,3,1
31839,1,2,3,1,1
51856,1,2,3,3,1
50657,1,4,4,1,2
7790,1,2,3,3,4
8977,1,2,3,1,2
47108,1,2,2,3,1
40820,1,4,3,2,1
50658,1,2,3,1,1
28022,1,2,4,3,4
45579,1,2,3,2,1
909,2,2,4,1,2
18380,1,3,4,1,1
29651,1,2,2,1,2
27164,1,4,3,4,4
43954,1,2,4,1,4
22567,1,3,3,3,1
26711,1,3,4,1,4
2541,1,2,3,3,2
30664,1,4,3,3,2
2631,1,2,3,1,1
111,1,2,4,1,3
26161,1,4,4,1,2
6,1,2,4,1,3
18381,1,2,4,3,4
32380,1,4,4,1,4
42404,1,2,4,1,2
19113,1,3,4,3,2
11373,2,3,3,4,2
910,1,2,2,4,1
1394,1,2,2,3,1
54438,0,2,3,2,1
49333,1,2,3,1,2
37859,1,3,4,3,2
2675,1,2,2,3,2
25353,1,2,3,3,1
40821,1,2,3,3,1
15607,0,2,4,1,2
45580,1,2,3,1,1
2784,1,2,4,1,2
5268,1,2,3,1,3
2586,1,2,4,1,3
44823,1,2,3,3,1
30190,1,4,4,3,1
26712,2,2,4,1,2
39276,1,2,4,1,1
33603,1,2,3,3,2
21320,1,2,3,3,3
3596,1,2,4,3,2
54439,1,2,4,3,4
593,1,2,3,3,2
366,1,2,2,1,4
50018,1,2,3,3,2
46343,1,2,4,1,3
3597,1,2,3,1,3
33604,1,2,4,3,4
29652,1,2,3,1,2
22568,1,2,4,2,3
6026,1,3,4,1,2
51857,2,2,4,3,2
11615,1,2,4,3,2
808,1,2,3,1,3
31840,1,2,4,3,1
8536,1,2,4,3,2
10089,1,2,2,1,1
21321,1,2,3,1,1
28597,1,2,4,3,2
51858,1,2,4,1,1
34770,1,2,3,2,1
52432,1,2,2,3,4
20891,1,4,3,2,4
5559,1,2,4,1,3
51243,1,2,3,3,1
14118,1,2,3,3,3
21322,1,2,3,2,2
33020,1,2,3,1,4
19589,1,2,4,1,3
9839,1,2,4,1,2
24858,2,2,3,1,1
33021,1,2,3,4,3
486,1,3,3,3,4
33022,1,2,4,1,4
487,2,2,2,4,1
53538,2,2,3,1,1
40059,2,2,2,1,1
19590,1,2,4,1,2
37860,1,2,4,3,2
46344,1,2,4,1,4
5851,1,2,4,3,3
52433,1,2,3,3,1
2331,1,2,4,2,2
11374,1,3,4,1,4
3374,2,4,4,3,1
16038,1,2,3,1,3
24859,1,3,4,1,2
47109,1,2,3,1,2
52434,1,4,4,3,2
1715,1,2,2,1,2
367,1,2,2,1,3
25354,1,4,3,1,2
4698,1,4,3,3,2
31841,1,4,2,3,1
7,1,2,3,3,1
39277,1,2,3,1,3
21736,1,2,3,4,3
9840,1,2,2,3,4
16039,1,2,3,3,1
43111,1,2,4,1,3
2406,2,2,3,3,1
51859,1,2,4,3,1
21737,2,2,3,3,4
3239,1,2,3,3,4
36270,1,2,3,1,4
37073,2,2,3,3,2
13299,1,3,4,3,1
35425,1,2,4,3,4
21738,2,2,1,3,1
6603,1,2,2,3,4
8003,2,2,3,1,3
14692,1,2,4,1,2
3598,1,3,4,3,2
29653,1,2,3,1,2
25355,1,2,2,3,4
6027,1,2,4,3,3
8004,1,2,4,1,1
55356,1,2,3,4,1
24860,1,2,4,3,4
9368,2,2,3,3,2
37074,1,2,3,1,4
46345,1,2,4,3,1
43112,1,2,2,1,2
20892,1,2,3,3,1
1395,1,2,4,3,3
4544,1,2,3,3,2
24861,1,2,3,3,1
39278,1,2,3,1,4
30665,1,4,4,1,2
20248,2,2,3,3,1
17409,1,2,4,3,2
13531,1,2,3,2,4
45581,1,2,2,3,1
41643,1,2,4,1,4
34136,1,2,4,1,4
43955,1,2,2,1,4
11943,1,4,3,3,3
8978,1,4,4,1,4
488,1,2,4,1,2
20893,1,2,3,1,2
6971,1,3,3,1,4
809,1,4,4,1,2
8,1,2,4,1,2
52435,1,2,2,3,1
26713,1,2,3,3,3
36271,1,2,4,3,1
3525,1,2,4,1,2
18382,1,3,3,3,1
2446,1,2,2,3,1
6832,1,2,2,2,3
19591,1,2,3,3,1
40060,2,3,4,3,2
48636,1,2,3,3,3
30666,1,2,3,1,1
4545,1,2,4,1,2
27321,1,2,3,1,2
2632,1,2,3,1,2
23815,1,2,3,1,1
6833,2,2,2,1,1
50659,1,2,4,1,3
10090,1,2,3,2,2
31227,1,2,4,1,2
3213,1,2,3,1,3
23816,1,2,3,3,1
8979,2,3,4,3,3
22569,2,2,2,2,4
3226,2,3,4,3,2
36272,1,0,0,0,0
1529,1,2,3,1,1
34771,1,2,4,1,2
51244,1,3,3,3,2
5540,1,2,3,1,1
43956,2,2,4,1,2
7339,1,2,4,3,2
7340,1,2,4,3,1
40822,1,4,2,1,2
21323,1,4,3,3,1
28023,1,3,4,3,1
11944,1,2,3,2,1
25258,2,2,3,2,1
14693,1,2,2,2,3
31228,1,2,4,3,2
39279,2,2,3,3,1
35426,1,2,2,3,1
45582,1,2,2,3,2
2407,1,2,2,1,3
33605,1,2,3,1,3
13000,1,2,3,2,1
47842,1,2,4,1,3
34137,2,2,3,1,2
8980,2,2,3,1,1
5560,1,2,4,3,4
37075,2,4,4,3,1
698,1,2,3,1,1
41644,1,4,4,1,2
31229,1,2,2,3,1
31842,1,2,3,3,2
20894,1,2,2,1,3
22570,1,4,3,1,1
25356,1,2,3,3,4
17410,1,2,2,1,2
14694,1,2,3,3,1
33606,2,2,3,2,3
28598,1,2,4,3,2
699,1,2,4,1,2
8759,1,2,3,1,3
8005,1,2,4,1,2
15608,1,2,3,1,2
1849,1,2,4,1,1
1026,1,2,2,1,3
17411,1,2,3,1,2
52982,1,2,3,3,3
26714,1,2,4,1,3
8240,1,3,3,1,4
4123,1,4,3,1,4
51860,1,2,3,3,2
51861,1,2,3,1,2
25357,1,2,3,3,4
33607,1,4,4,1,4
9369,2,3,3,2,2
48637,1,2,3,1,3
3375,1,2,2,3,3
31843,1,3,4,1,1
24862,1,4,3,1,1
40823,1,2,4,1,2
1133,1,4,4,1,2
4546,1,2,4,3,2
37861,1,2,3,3,4
53539,1,2,2,3,4
16685,1,2,3,1,3
54826,2,2,4,1,4
10545,1,2,3,1,2
47110,1,2,3,1,4
35427,1,2,2,1,1
16040,2,2,3,1,1
17412,1,3,4,2,3
38597,1,2,2,1,1
19592,2,2,3,3,3
11375,1,4,4,3,2
4988,1,2,4,1,4
26162,1,4,4,1,1
1971,1,2,4,1,4
41645,2,2,3,1,2
52983,2,2,3,1,2
594,1,3,3,1,4
810,1,2,2,4,3
5561,1,4,2,1,1
13748,1,2,1,2,1
13300,2,2,3,1,4
18383,1,2,4,3,2
26715,1,3,3,1,4
45583,1,2,4,3,4
27322,1,2,3,2,4
34138,1,3,4,1,1
2447,1,2,4,1,4
52436,1,2,3,2,3
48638,1,3,3,3,3
3969,2,2,3,1,2
36273,1,2,4,3,4
24863,1,4,3,1,1
10091,1,2,2,3,3
20249,1,2,4,3,2
48639,2,2,4,4,3
47111,1,4,4,3,3
1134,1,2,3,3,1
21739,1,2,3,1,1
48640,1,2,3,3,1
39280,1,4,3,1,1
23975,1,4,3,1,3
8241,1,4,3,1,1
16041,1,3,4,1,2
29654,1,2,3,1,3
26716,1,1,4,1,1
1545,1,2,3,1,2
50660,1,2,3,3,4
1396,1,2,3,1,3
17413,1,2,4,1,1
35428,1,4,2,1,1
9841,1,4,4,1,1
36274,1,2,3,3,2
14695,1,3,4,3,1
26717,2,2,3,2,1
46346,1,2,4,2,1
700,1,4,4,1,3
2106,0,2,4,1,2
9183,2,2,3,1,3
47843,2,2,4,3,1
1135,0,2,4,3,4
2478,1,4,4,3,1
25358,2,4,4,2,1
27323,1,2,4,2,4
54035,2,2,4,3,2
47844,1,2,4,3,4
3970,1,2,3,1,4
275,1,2,3,1,3
29655,1,2,3,3,1
12282,2,2,3,3,1
23976,1,2,4,3,2
6028,1,2,2,2,3
29170,1,2,4,1,2
10703,1,2,3,3,1
43957,1,2,4,1,2
14119,1,2,3,3,1
44824,1,2,4,3,4
30191,1,2,3,3,1
6834,1,2,4,1,1
2975,1,2,4,2,1
7550,1,2,4,1,4
2587,1,2,3,2,3
35429,1,2,3,1,3
48641,1,4,4,1,4
35430,1,2,3,3,1
10704,1,2,3,1,4
47112,1,2,2,1,1
17414,1,4,3,1,3
37862,1,2,2,2,1
51245,1,2,2,3,1
20250,1,2,4,1,3
39281,2,2,3,3,1
2919,1,2,3,1,3
47113,1,2,3,3,4
22571,1,2,4,3,2
36275,1,2,3,3,1
50661,1,2,2,1,1
18384,2,2,3,3,1
35431,2,2,3,3,1
4699,1,4,4,3,2
1546,1,2,3,1,3
38598,1,2,2,1,1
14696,1,2,2,3,4
11376,1,4,4,1,1
26718,2,2,3,3,2
52984,2,2,3,3,3
42405,1,2,3,2,1
27324,1,4,4,1,2
3240,1,4,4,3,3
8537,1,2,4,2,2
16042,1,2,4,3,2
3599,2,2,3,1,2
13749,1,2,3,1,1
35432,1,4,3,3,2
30192,1,2,4,1,2
50662,2,2,4,3,2
19114,1,3,3,3,4
50019,1,2,2,1,4
4253,1,2,3,3,1
14697,1,4,4,1,2
49334,1,3,3,3,1
47114,1,2,3,3,1
34139,1,3,3,1,2
18385,1,2,3,1,3
52985,1,2,3,1,4
38599,1,2,4,3,2
34140,1,2,2,1,1
30193,1,4,4,1,2
18386,1,2,3,3,3
25359,1,3,3,4,1
5562,1,2,4,1,4
21740,1,3,3,1,3
19593,1,3,3,3,1
38600,1,4,3,2,2
49335,1,2,4,1,3
35433,1,2,3,3,1
54440,1,2,2,3,1
53540,1,2,3,1,1
46347,1,2,3,3,1
39282,1,2,4,2,2
11616,2,2,4,3,2
3526,1,4,4,1,1
14120,1,4,3,1,1
29656,1,2,2,3,2
5414,1,2,4,3,4
3527,1,2,2,1,3
15609,1,2,4,1,2
2976,1,2,4,3,3
9370,1,2,3,2,3
44825,1,3,4,1,1
13301,2,2,4,3,1
32381,2,2,3,2,1
21324,1,4,3,1,4
19594,1,2,3,1,2
1027,1,2,4,1,1
8242,1,2,4,3,3
10546,1,2,4,3,2
1028,1,4,3,1,3
33023,1,2,2,1,2
14698,1,2,3,1,1
4840,1,2,3,3,2
31230,0,2,3,1,2
45584,1,2,3,3,2
7551,1,2,4,1,4
37863,1,2,4,2,2
4254,2,3,4,3,2
50663,2,4,3,4,1
49336,1,2,4,1,4
16686,1,2,3,1,2
2633,1,2,2,3,2
811,2,2,2,1,1
37864,1,3,4,1,3
20251,1,2,4,1,1
4700,1,2,3,1,1
25360,1,2,4,1,4
1850,1,2,2,1,3
42406,1,2,4,3,4
28599,1,2,2,3,1
47845,1,2,3,2,3
5269,1,2,3,3,1
368,1,2,3,3,3
112,1,2,3,1,2
33024,1,2,3,1,2
2759,1,2,2,2,1
33608,1,2,4,3,2
3237,1,3,4,3,3
52437,1,2,4,3,2
24864,1,4,3,3,2
40061,2,2,4,3,2
6722,1,2,3,3,3
6362,2,2,3,1,1
43113,1,4,3,1,4
40062,1,2,2,2,3
11945,1,2,1,1,1
6268,1,2,3,1,4
36276,1,2,3,3,1
